Full name:,Date of birth:,Place of birth:,Age:,Height:,Citizenship:,Position:,Foot:,Player agent:,                            Current club:                        ,Joined:,Contract expires:,Date of last contract extension:,Outfitter:,Social-Media:,Market Value,Name in home country:,Contract option:,On loan from:,Contract there expires:,2nd club:,3nd club:
Aaron Cresswell,"Dec 15, 1989 ",Liverpool   ,32,"1,70 m",  England                            ,                            Defender - Left-Back                        ,left,Unique Sports Group ,West Ham United ,"                                Jul 3, 2014                            ","Jun 30, 2023","Oct 9, 2019",adidas,"['http://twitter.com/Aaron_Cresswell', 'http://instagram.com/cresser3']",                $3.30m                ,Aaron William Cresswell,,,,,
Vladimir Coufal,"Aug 22, 1992 Happy Birthday",Ostrava   ,30,"1,79 m",  Czech Republic                            ,                            Defender - Right-Back                        ,right,K2K Sports Entertainment Group ,West Ham United ,"                                Oct 2, 2020                            ","Jun 30, 2023",,,['http://www.instagram.com/cuf_5/'],                $13.20m                ,Vladimír Coufal,club option 2 years,,,,
Ben Johnson,"Jan 24, 2000 ",London   ,22,"1,84 m",  England                            ,                            Defender - Right-Back                        ,right,CAA Base Ltd ,West Ham United ,"                                Jul 1, 2020                            ","Jun 30, 2024",,,"['http://twitter.com/johnsonnbenn', 'http://www.instagram.com/jjohnsonben/']",                $9.90m                ,Benjamin Anthony Johnson,,,,,
Declan Rice,"Jan 14, 1999 ",London   ,23,"1,88 m",  England  Ireland                            ,                            midfield - Defensive Midfield                        ,right,Relatives ,West Ham United ,"                                Jul 1, 2017                            ","Jun 30, 2024","Dec 28, 2018",adidas,"['http://twitter.com/_DeclanRice', 'http://www.instagram.com/declanrice/', 'http://www.tiktok.com/@declanrice_']",                $88.00m                ,,club option 1 year,,,,
Tomas Soucek,"Feb 27, 1995 ",Havlíčkův Brod   ,27,"1,92 m",  Czech Republic                            ,                            midfield - Defensive Midfield                        ,right,Int. Sport Management s.r.o. ,West Ham United ,"                                Jul 27, 2020                            ","Jun 30, 2024",,,"['http://twitter.com/tomassoucek28', 'http://www.facebook.com/tomassoucek28/', 'http://www.instagram.com/tomassoucek28/']",                $49.50m                ,Tomáš Souček,club option 1 year,,,,
Conor Coventry,"Mar 25, 2000 ",London   ,22,"1,77 m",  Ireland  England                            ,                            midfield - Defensive Midfield                        ,right,CAA Base Ltd ,West Ham United ,"                                Jan 1, 2021                            ","Jun 30, 2023",,,['http://www.instagram.com/conorcoventry1/'],                $550Th.                ,,,,,,
Flynn Downes,"Jan 20, 1999 ",Brentwood   ,23,"1,78 m",  England                            ,                            midfield - Central Midfield                        ,right,Wasserman ,West Ham United ,"                                Jul 7, 2022                            ","Jun 30, 2027",,,['http://www.instagram.com/flynn_downes/'],                $2.20m                ,,Option for a further year,,,,
Pablo Fornals,"Feb 22, 1996 ",Castelló de la Plana   ,26,"1,78 m",  Spain                            ,                            midfield - Attacking Midfield                        ,right,Toldra Consulting S.L. ,West Ham United ,"                                Jul 1, 2019                            ","Jun 30, 2024",,Nike,"['http://twitter.com/pablofornals', 'http://www.instagram.com/pablofornals/']",                $24.20m                ,Pablo Fornals Malla,,,,,
Manuel Lanzini,"Feb 15, 1993 ",Ituzaingó   ,29,"1,67 m",  Argentina  Italy                            ,                            midfield - Attacking Midfield                        ,right,Hernan Berman ,West Ham United ,"                                Jul 1, 2016                            ","Jun 30, 2023","Aug 30, 2019",Nike,"['http://twitter.com/manulanzini', 'http://facebook.com/manulanzini/', 'http://instagram.com/manulanzini/']",                $13.20m                ,,club option 2 years,,,,
Said Benrahma,"Aug 10, 1995 ",Aïn Témouchent   ,27,"1,72 m",  Algeria  France                            ,                            attack - Left Winger                        ,right,KDS FM ,West Ham United ,"                                Jan 29, 2021                            ","Jun 30, 2026",,,['http://www.instagram.com/saidbenrahma11/'],                $27.50m                ,Mohamed Saïd Benrahma,,,,,
Maxwel Cornet,"Sep 27, 1996 ",Bregbo   ,25,"1,79 m",  Cote d'Ivoire  France                            ,                            attack - Left Winger                        ,left,Unique Sports Group ,West Ham United ,"                                Aug 5, 2022                            ","Jun 30, 2027",,adidas,['http://www.instagram.com/cornetmaxwel/'],                $16.50m                ,Gnaly Maxwel Cornet,Option for a further year,,,,
Jarrod Bowen,"Dec 20, 1996 ",Leominster   ,25,"1,82 m",  England                            ,                            attack - Right Winger                        ,left,PLG ,West Ham United ,"                                Jan 31, 2020                            ","Jun 30, 2025",,,['http://www.instagram.com/jarrodbowen/'],                $46.20m                ,,,,,,
Gianluca Scamacca,"Jan 1, 1999 ",Roma   ,23,"1,95 m",  Italy                            ,                            attack - Centre-Forward                        ,right,Alessandro Lucci - WSA ,West Ham United ,"                                Jul 26, 2022                            ","Jun 30, 2027",,Nike,['http://www.instagram.com/iamscamacca/'],                $33.00m                ,,Option for a further year,,,,
Michail Antonio,"Mar 28, 1990 ",London   ,32,"1,80 m",  Jamaica  England                            ,                            attack - Centre-Forward                        ,right,Unique Sports Group ,West Ham United ,"                                Sep 1, 2015                            ","Jun 30, 2024","Jan 7, 2022",Umbro,"['http://twitter.com/Michailantonio', 'http://www.instagram.com/Antonio_Michail/']",                $11.00m                ,Michail Gregory Antonio,Option for a further year,,,,
Nick Pope,"Apr 19, 1992 ",Soham   ,30,"1,98 m",  England                            ,                            Goalkeeper                        ,right,ICM Stellar Sports ,Newcastle United ,"                                Jul 1, 2022                            ","Jun 30, 2026",,,"['http://twitter.com/Popey1992', 'http://www.instagram.com/npope29/']",                $16.50m                ,Nicholas David Pope,,,,,
Martin Dubravka,"Jan 15, 1989 ",Žilina   ,33,"1,91 m",  Slovakia                            ,                            Goalkeeper                        ,right,SPOCS Global Sports ,Newcastle United ,"                                Jul 1, 2018                            ","Jun 30, 2025","Oct 24, 2019",,"['http://twitter.com/HecoDubravka', 'http://www.instagram.com/martindubravka/']",                $4.40m                ,,,,,,
Karl Darlow,"Oct 8, 1990 ",Northampton   ,31,"1,90 m",  England  Wales                            ,                            Goalkeeper                        ,right,Unique Sports Group ,Newcastle United ,"                                Aug 9, 2014                            ","Jun 30, 2025","Sep 11, 2020",,"['http://twitter.com/KarlDarlow', 'http://www.instagram.com/karldarlow/']",                $2.75m                ,,,,,,
Mark Gillespie,"Mar 27, 1992 ",Newcastle upon Tyne   ,30,"1,91 m",  England                            ,                            Goalkeeper                        ,right,Clover Sports ,Newcastle United ,"                                Jul 3, 2020                            ","Jun 30, 2023",,,"['http://twitter.com/markjgillespie', 'http://www.instagram.com/markjgillespie/']",                $330Th.                ,Mark Joseph Gillespie,,,,,
Sven Botman,"Jan 12, 2000 ",Badhoevedorp   ,22,"1,95 m",  Netherlands                            ,                            Defender - Centre-Back                        ,left,Muy Manero ,Newcastle United ,"                                Jul 1, 2022                            ","Jun 30, 2027",,Nike,['http://www.instagram.com/svenbotman_/'],                $33.00m                ,,,,,,
Dan Burn,"May 9, 1992 ",Blyth   ,30,"2,01 m",  England                            ,                            Defender - Centre-Back                        ,left,,Newcastle United ,"                                Jan 31, 2022                            ","Jun 30, 2024",,,['http://twitter.com/Danburn3'],                $13.20m                ,Daniel Johnson Burn,,,,,
Jamaal Lascelles,"Nov 11, 1993 ",Derby   ,28,"1,88 m",  England  Barbados                            ,                            Defender - Centre-Back                        ,right,Unique Sports Group ,Newcastle United ,"                                Aug 9, 2014                            ","Jun 30, 2024","Nov 1, 2018",Nike,"['http://twitter.com/Lascelles16', 'http://www.instagram.com/lascelles16/']",                $11.00m                ,,,,,,
Fabian Schar,"Dec 20, 1991 ",Wil   ,30,"1,86 m",  Switzerland                            ,                            Defender - Centre-Back                        ,right,Sports360 GmbH ,Newcastle United ,"                                Jul 26, 2018                            ","Jun 30, 2024","Apr 29, 2022",Puma,"['http://twitter.com/fabianschaer', 'http://www.facebook.com/fabianschaer1', 'http://www.instagram.com/fabianschaer_official/']",                $7.70m                ,Fabian Lukas Schär,,,,,
Federico Fernandez,"Feb 21, 1989 ",Tres Algarrobos   ,33,"1,90 m",  Argentina  Italy                            ,                            Defender - Centre-Back                        ,right,Twenty Two S.A. ,Newcastle United ,"                                Aug 9, 2018                            ","Jun 30, 2023","Jul 7, 2021",adidas,"['http://twitter.com/pajarofernandez', 'http://www.facebook.com/pages/Federico-Flaco-Fern%C3%A1ndez/339580822101', 'http://instagram.com/federicofernandez89', 'http://www.elflacofernandez.com/']",                $1.65m                ,,Option for a further year,,,,
Kell Watts,"Nov 3, 1999 ",Alnwick   ,22,"1,92 m",  England                            ,                            Defender - Centre-Back                        ,left,ICM Stellar Sports ,Newcastle United ,"                                Jul 1, 2021                            ","Jun 30, 2024","Feb 16, 2022",Nike,['http://www.instagram.com/kell_watts/'],,Kelland John William James Watts,,,,,
Matt Targett,"Sep 18, 1995 ",Eastleigh   ,26,"1,83 m",  England  Scotland                            ,                            Defender - Left-Back                        ,left,Straight Ace Sports ,Newcastle United ,"                                Jul 1, 2022                            ","Jun 30, 2026",,,"['http://twitter.com/Mattytargett', 'http://www.instagram.com/mattytargett/']",                $18.70m                ,Matthew Robert Targett,,,,,
Jamal Lewis,"Jan 25, 1998 ",Luton   ,24,"1,78 m",  Northern Ireland  England                            ,                            Defender - Left-Back                        ,left,PLG ,Newcastle United ,"                                Sep 8, 2020                            ","Jun 30, 2025",,Nike,"['http://twitter.com/Jamal_lewis1', 'http://www.instagram.com/jamal_lewis1/']",                $11.00m                ,Jamal Piaras Lewis,,,,,
Matt Ritchie,"Sep 10, 1989 ",Gosport   ,32,"1,73 m",  Scotland  England                            ,                            Defender - Left-Back                        ,left,,Newcastle United ,"                                Jul 1, 2016                            ","Jun 30, 2023","Mar 6, 2020",,,                $1.98m                ,Matthew Thomas Ritchie,,,,,
Paul Dummett,"Sep 26, 1991 ",Newcastle upon Tyne   ,30,"1,83 m",  Wales  England                            ,                            Defender - Left-Back                        ,left,Unique Sports Group ,Newcastle United ,"                                Jul 1, 2012                            ","Jun 30, 2023","May 5, 2022",Nike,"['http://twitter.com/PaulDummett', 'http://www.instagram.com/pauldummett/']",                $1.65m                ,,,,,,
Kieran Trippier,"Sep 19, 1990 ",Bury   ,31,"1,73 m",  England                            ,                            Defender - Right-Back                        ,right,CAA Base Ltd ,Newcastle United ,"                                Jan 7, 2022                            ","Jun 30, 2024",,Nike,"['http://twitter.com/trippier2', 'http://www.instagram.com/ktrippier2/']",                $16.50m                ,Kieran John Trippier,,,,,
Emil Krafth,"Aug 2, 1994 ",Ljungby   ,28,"1,84 m",  Sweden                            ,                            Defender - Right-Back                        ,right,Global Soccer Management ,Newcastle United ,"                                Aug 8, 2019                            ","Jun 30, 2024","Jul 25, 2022",adidas,['http://www.instagram.com/emilkrafth/'],                $5.50m                ,Emil Henry ­Kristoffer Krafth,,,,,
Javier Manquillo,"May 5, 1994 ",Madrid   ,28,"1,78 m",  Spain                            ,                            Defender - Right-Back                        ,right,ICM Stellar Sports ,Newcastle United ,"                                Jul 21, 2017                            ","Jun 30, 2024","Jun 25, 2020",,['http://twitter.com/javiermanquillo'],                $3.30m                ,Javier Manquillo Gaitán,,,,,
Bruno Guimaraes,"Nov 16, 1997 ",Rio de Janeiro   ,24,"1,82 m",  Brazil  Spain                            ,                            midfield - Defensive Midfield                        ,right,Bertolucci Sports ,Newcastle United ,"                                Jan 30, 2022                            ","Jun 30, 2026",,adidas,"['http://twitter.com/brunoog97', 'http://www.instagram.com/brunoguimaraes/']",                $44.00m                ,Bruno Guimarães Rodrigues Moura,,,,,
Joe Willock,"Aug 20, 1999 ",London   ,23,"1,86 m",  England  Montserrat                            ,                            midfield - Central Midfield                        ,right,,Newcastle United ,"                                Aug 13, 2021                            ","Jun 30, 2027",,adidas,"['http://twitter.com/Joewillock', 'http://www.instagram.com/joewillock/']",                $24.20m                ,Joseph George Willock,,,,,
Sean Longstaff,"Oct 30, 1997 ",Newcastle upon Tyne   ,24,"1,81 m",  England                            ,                            midfield - Central Midfield                        ,right,Pini Zahavi ,Newcastle United ,"                                Jan 1, 2019                            ","Jun 30, 2025","May 25, 2022",,"['http://twitter.com/seanlongstaff97', 'http://www.instagram.com/seanlongstaff97/']",                $14.30m                ,Sean David Longstaff,,,,,
Jonjo Shelvey,"Feb 27, 1992 ",Romford   ,30,"1,84 m",  England  Ireland                            ,                            midfield - Central Midfield                        ,right,ICM Stellar Sports ,Newcastle United ,"                                Jan 12, 2016                            ","Jun 30, 2023","Mar 6, 2020",,,                $11.00m                ,,,,,,
Matty Longstaff,"Mar 21, 2000 ",Rotherham   ,22,"1,71 m",  England                            ,                            midfield - Central Midfield                        ,right,,Newcastle United ,"                                Jul 1, 2019                            ","Jun 30, 2023","Aug 27, 2021",,"['http://twitter.com/mattylobby48', 'http://www.instagram.com/matthewlongstaff/']",                $1.98m                ,Matthew Ben Longstaff,,,,,
Joelinton,"Aug 14, 1996 ",Aliança   ,26,"1,86 m",  Brazil                            ,                            midfield - Attacking Midfield                        ,right,ROGON ,Newcastle United ,"                                Jul 23, 2019                            ","Jun 30, 2025",,,['http://www.instagram.com/joelinton34/'],                $22.00m                ,,,,,,
Miguel Almiron,"Feb 10, 1994 ",Asunción   ,28,"1,74 m",  Paraguay                            ,                            midfield - Attacking Midfield                        ,left,,Newcastle United ,"                                Jan 31, 2019                            ","Jun 30, 2024",,,['http://www.instagram.com/miguel_almiron/'],$17.60m ,Miguel Ángel Almirón Rejala,,,,,
Elliot Anderson,"Nov 6, 2002 ",Whitley Bay   ,19,"1,79 m",  Scotland  England                            ,                            midfield - Attacking Midfield                        ,right,Quantum Sport ,Newcastle United ,"                                Jul 1, 2022                            ","Jun 30, 2024",,Nike,"['http://twitter.com/elljanderson', 'http://www.instagram.com/elliotandersonn/']",                $220Th.                ,,,,,,
Allan Saint Maximin,"Mar 12, 1997 ",Châtenay-Malabry   ,25,"1,73 m",  France  Guadeloupe                            ,                            attack - Left Winger                        ,right,,Newcastle United ,"                                Aug 2, 2019                            ","Jun 30, 2026","Oct 14, 2020",Puma,"['http://twitter.com/asaintmaximin', 'http://facebook.com/asaintmaximinofficial', 'http://instagram.com/st_maximin/']",                $35.20m                ,Allan Irénée Saint-Maximin,,,,,
Ryan Fraser,"Feb 24, 1994 ",Aberdeen   ,28,"1,63 m",  Scotland                            ,                            attack - Left Winger                        ,right,Wasserman ,Newcastle United ,"                                Sep 7, 2020                            ","Jun 30, 2025",,Nike,"['http://twitter.com/RyanFraser94', 'http://www.instagram.com/Ryanfraser94/']",                $11.00m                ,,,,,,
Jacob Murphy,"Feb 24, 1995 ",London   ,27,"1,73 m",  England                            ,                            attack - Right Winger                        ,right,New Era Global Sports ,Newcastle United ,"                                Jul 19, 2017                            ","Jun 30, 2027","Jul 7, 2021",,"['http://twitter.com/JacobMurphy95', 'http://www.instagram.com/jacobmurphy95/']",                $5.50m                ,Jacob Kai Murphy,,,,,
Callum Wilson,"Feb 27, 1992 ",Coventry   ,30,"1,80 m",  England                            ,                            attack - Centre-Forward                        ,right,Unique Sports Group ,Newcastle United ,"                                Sep 7, 2020                            ","Jun 30, 2024",,Nike,"['http://twitter.com/CallumWilson', 'http://www.instagram.com/callumwilson/']",                $19.80m                ,Callum Eddie Graham Wilson,,,,,
Chris Wood,"Dec 7, 1991 ",Auckland   ,30,"1,91 m",  New Zealand                            ,                            attack - Centre-Forward                        ,right,CAA Base Ltd ,Newcastle United ,"                                Jan 13, 2022                            ","Jun 30, 2024",,,"['http://twitter.com/officialcwood', 'http://www.instagram.com/woodsy39/']",                $11.00m                ,Christopher Grant Wood,,,,,
Illan Meslier,"Mar 2, 2000 ",Lorient   ,22,"1,97 m",  France                            ,                            Goalkeeper                        ,left,YPFC ,Leeds United ,"                                Jul 27, 2020                            ","Jun 30, 2026","Aug 13, 2021",,"['http://twitter.com/MeslierIllan', 'http://www.instagram.com/illan.meslier/']",                $22.00m                ,Illan Stéphane Meslier,,,,,
Kristoffer Klaesson,"Nov 27, 2000 ",Oslo   ,21,"1,89 m",  Norway                            ,                            Goalkeeper                        ,left,Keypass AS ,Leeds United ,"                                Jul 31, 2021                            ","Jun 30, 2025",,,['http://www.instagram.com/kristoffer13klaesson/'],                $2.20m                ,Kristoffer-August Sundquist Klaesson,,,,,
Joel Robles,"Jun 17, 1990 ",Getafe   ,32,"1,97 m",  Spain                            ,                            Goalkeeper                        ,right,InterStarDeporte ,Leeds United ,"                                Aug 9, 2022                            ","Jun 30, 2023",,,"['http://twitter.com/joelroblesb', 'http://www.instagram.com/joelrb1/']",                $1.65m                ,Joel Robles Blázquez,,,,,
Diego Llorente,"Aug 16, 1993 ",Madrid   ,29,"1,86 m",  Spain                            ,                            Defender - Centre-Back                        ,right,Gelu Rodríguez ,Leeds United ,"                                Sep 24, 2020                            ","Jun 30, 2024",,,"['http://twitter.com/diego_2llorente', 'http://t.co/lPy7OYvM9N']",                $19.80m                ,Diego Javier Llorente Ríos,,,,,
Robin Koch,"Jul 17, 1996 ",Kaiserslautern   ,26,"1,91 m",  Germany                            ,                            Defender - Centre-Back                        ,right,11WINS ,Leeds United ,"                                Aug 29, 2020                            ","Jun 30, 2024",,,"['http://twitter.com/RobinKoch25', 'http://www.instagram.com/robinkoch/']",                $17.60m                ,Robin Leon Koch,,,,,
Pascal Struijk,"Aug 11, 1999 ",Deurne   ,23,"1,90 m",  Netherlands  Belgium                            ,                            Defender - Centre-Back                        ,left,Forza Sports Group ,Leeds United ,"                                Jan 1, 2020                            ","Jun 30, 2024","Nov 20, 2020",,"['http://twitter.com/StruijkPascal', 'http://www.instagram.com/pascalstruijk/']",                $16.50m                ,Pascal Augustus Struijk,,,,,
Liam Cooper,"Aug 30, 1991 ",Kingston upon Hull   ,30,"1,86 m",  Scotland  England                            ,                            Defender - Centre-Back                        ,left,Major League Sports Management ,Leeds United ,"                                Aug 13, 2014                            ","Jun 30, 2024","Sep 11, 2019",,"['http://twitter.com/LiamCooper__', 'http://www.instagram.com/liam.cooper6/']",                $7.70m                ,Liam David Ian Cooper,,,,,
Junior Firpo,"Aug 22, 1996 Happy Birthday",Santo Domingo de Guzmán   ,26,"1,84 m",  Dominican Republic  Spain                            ,                            Defender - Left-Back                        ,left,Sports&Life ,Leeds United ,"                                Jul 6, 2021                            ","Jun 30, 2025",,Nike,"['http://twitter.com/JuniorFirpo03', 'http://www.instagram.com/juniorfirpo3']",                $13.20m                ,Héctor Junior Firpo Adamés,,,,,
Leo Fuhr Hjelde,"Aug 26, 2003 ",Nottingham   ,18,"1,88 m",  Norway  England                            ,                            Defender - Left-Back                        ,left,,Leeds United U21 ,"                                Aug 27, 2021                            ","Jun 30, 2025",,,['http://www.instagram.com/leohjelde/'],                $880Th.                ,,,,,Leeds United (#33),
Rasmus Kristensen,"Jul 11, 1997 ",Brande   ,25,"1,87 m",  Denmark                            ,                            Defender - Right-Back                        ,right,Boutique Transfers ,Leeds United ,"                                Jul 1, 2022                            ","Jun 30, 2027",,Nike,['http://www.instagram.com/rasmusnk/'],                $16.50m                ,Rasmus Nissen Kristensen,,,,,
Luke Ayling,"Aug 25, 1991 ",London   ,30,"1,83 m",  England                            ,                            Defender - Right-Back                        ,right,ICM Stellar Sports ,Leeds United ,"                                Aug 11, 2016                            ","Jun 30, 2023","Oct 1, 2019",,['http://www.instagram.com/luke_ayling2/'],                $4.40m                ,Luke David Ayling,,,,,
Stuart Dallas,"Apr 19, 1991 ",Cookstown   ,31,"1,83 m",  Northern Ireland                            ,                            Defender - Right-Back                        ,right,Major League Sports Management ,Leeds United ,"                                Aug 4, 2015                            ","Jun 30, 2024","Jul 2, 2021",,"['http://twitter.com/dallas_stuart', 'http://www.instagram.com/stuart_dallas15/']",                $4.40m                ,Stuart Alan Dallas,,,,,
Cody Drameh,"Dec 8, 2001 ",London   ,20,"1,75 m",  England  The Gambia                            ,                            Defender - Right-Back                        ,right,Colossal Sports Management ,Leeds United ,"                                Jul 1, 2021                            ","Jun 30, 2024",,,['http://www.instagram.com/codydrameh/'],                $3.30m                ,Cody Callum Pierre Drameh,,,,,
Tyler Adams,"Feb 14, 1999 ","Wappingers Falls, New York   ",23,"1,75 m",  United States                            ,                            midfield - Defensive Midfield                        ,right,YMU Group ,Leeds United ,"                                Jul 6, 2022                            ","Jun 30, 2027",,Nike,"['http://twitter.com/tyler_adams14', 'http://instagram.com/tyler.adams/']",                $18.70m                ,Tyler Shaan Adams,,,,,
Marc Roca,"Nov 26, 1996 ",Vilafranca del Penedès    ,25,"1,84 m",  Spain                            ,                            midfield - Defensive Midfield                        ,left,Promoesport ,Leeds United ,"                                Jul 1, 2022                            ","Jun 30, 2026",,Nike,"['http://twitter.com/marcroca21', 'http://www.instagram.com/marcroca_21/']",                $7.70m                ,Marc Roca Junqué,,,,,
Mateusz Klich,"Jun 13, 1990 ",Tarnów   ,32,"1,83 m",  Poland                            ,                            midfield - Central Midfield                        ,right,SEG ,Leeds United ,"                                Jul 1, 2017                            ","Jun 30, 2024","Nov 9, 2019",,"['http://twitter.com/Cli5hy', 'http://www.instagram.com/cli5hy/']",                $3.30m                ,Mateusz Andrzej Klich,,,,,
Adam Forshaw,"Oct 8, 1991 ",Liverpool   ,30,"1,75 m",  England                            ,                            midfield - Central Midfield                        ,right,Wasserman ,Leeds United ,"                                Jan 18, 2018                            ","Jun 30, 2023","Jan 14, 2022",,['http://www.instagram.com/adam_forshaw4/'],                $2.20m                ,Adam John Forshaw,club option 1 year,,,,
Darko Gyabi,"Feb 18, 2004 ",London   ,18,,  England  Ghana                            ,                            midfield - Central Midfield                        ,right,,Leeds United ,"                                Jul 4, 2022                            ","Jun 30, 2026",,,,,Darko Boateng Gyabi,,,,,
Brenden Aaronson,"Oct 22, 2000 ","Medford, New Jersey   ",21,"1,78 m",  United States                            ,                            midfield - Attacking Midfield                        ,right,Wasserman ,Leeds United ,"                                Jul 1, 2022                            ","Jun 30, 2027",,,['http://www.instagram.com/baaronson7/'],$27.50m ,Brenden Russell Aaronson,,,,,
Mateusz Bogusz,"Aug 22, 2001 Happy Birthday",Ruda Śląska   ,21,"1,75 m",  Poland                            ,                            midfield - Attacking Midfield                        ,right,ICM Stellar Sports ,Leeds United ,"                                Jan 29, 2019                            ","Jun 30, 2023","Aug 11, 2020",,['http://www.instagram.com/x_bogus/'],                $1.65m                ,Mateusz Piotr Bogusz,,,,,
Luis Sinisterra,"Jun 17, 1999 ",Santander de Quilichao   ,23,"1,72 m",  Colombia                            ,                            attack - Left Winger                        ,right,Wasserman ,Leeds United ,"                                Jul 7, 2022                            ","Jun 30, 2027",,,"['http://twitter.com/Sinisterra29', 'http://www.instagram.com/luissinisterra_11/', 'http://www.tiktok.com/@luissinisterra11']",                $27.50m                ,Luis Fernando Sinisterra Lucumí,,,,,
Jack Harrison,"Nov 20, 1996 ",Stoke-on-Trent   ,25,"1,75 m",  England                            ,                            attack - Left Winger                        ,left,Remington Ellis Management ,Leeds United ,"                                Jul 2, 2021                            ","Jun 30, 2024",,,"['http://twitter.com/Harrison_Jack11', 'http://www.facebook.com/HarrisonJack11/?ref=br_rs', 'http://www.instagram.com/p/BZ7NkLIFsz0/']",                $19.80m                ,Jack David Harrison,,,,,
Daniel James,"Nov 10, 1997 ",Beverley   ,24,"1,70 m",  Wales  England                            ,                            attack - Right Winger                        ,right,ICM Stellar Sports ,Leeds United ,"                                Aug 31, 2021                            ","Jun 30, 2026",,adidas,"['http://twitter.com/Daniel_James_97', 'http://www.instagram.com/daniel_james97/']",                $19.80m                ,Daniel Owen James,,,,,
Ian Poveda,"Feb 9, 2000 ",London   ,22,"1,67 m",  England  Colombia                            ,                            attack - Right Winger                        ,left,Relatives ,Leeds United ,"                                Jan 24, 2020                            ","Jun 30, 2024",,,['http://www.instagram.com/iancarlo_10/'],                $2.20m                ,Ian Carlo Poveda-Ocampo,,,,,
Crysencio Summerville,"Oct 30, 2001 ",Rotterdam   ,20,"1,74 m",  Netherlands  Suriname                            ,                            attack - Right Winger                        ,right,Wasserman ,Leeds United ,"                                Jul 1, 2021                            ","Jun 30, 2026","Aug 2, 2022",,['http://www.instagram.com/csummerville7/'],                $2.20m                ,Crysencio Jilbert Sylverio Summerville,,,,,
Rodrigo,"Mar 6, 1991 ",Rio de Janeiro   ,31,"1,82 m",  Spain  Brazil                            ,                            attack - Second Striker                        ,left,Relatives ,Leeds United ,"                                Aug 29, 2020                            ","Jun 30, 2024",,Nike,"['http://twitter.com/Rodrigo_M ', 'http://t.co/nZoOeIq7WT']",                $13.20m                ,,,,,,
Patrick Bamford,"Sep 5, 1993 ",Grantham   ,28,"1,85 m",  England  Ireland                            ,                            attack - Centre-Forward                        ,left,ICM Stellar Sports ,Leeds United ,"                                Jul 31, 2018                            ","Jun 30, 2026","Aug 19, 2021",,"['http://twitter.com/Patrick_Bamford', 'http://instagram.com/patrick_bamford']",                $17.60m                ,Patrick James Bamford,,,,,
Joe Gelhardt,"May 4, 2002 ",Liverpool   ,20,"1,79 m",  England                            ,                            attack - Centre-Forward                        ,left,Triple S Sports ,Leeds United ,"                                Aug 10, 2020                            ","Jun 30, 2027","Aug 2, 2022",,['http://www.instagram.com/josephgelhardt09/'],                $6.60m                ,Joseph Paul Gelhardt,,,,,
Sam Greenwood,"Jan 26, 2002 ",Sunderland   ,20,"1,80 m",  England                            ,                            attack - Centre-Forward                        ,right,Wasserman ,Leeds United ,"                                Jan 1, 2022                            ","Jun 30, 2026","Aug 2, 2022",Puma,['http://www.instagram.com/samgreenwood_10'],                $2.75m                ,,,,,,
Sam Johnstone,"Mar 25, 1993 ",Preston   ,29,"1,93 m",  England                            ,                            Goalkeeper                        ,right,Unique Sports Group ,Crystal Palace ,"                                Jul 1, 2022                            ","Jun 30, 2026",,,"['http://twitter.com/samjohnstone50', 'http://t.co/ZgZsPCBkeV', 'http://www.instagram.com/samjohnstone/']",                $13.20m                ,Samuel Luke Johnstone,,,,,
Jack Butland,"Mar 10, 1993 ",Bristol   ,29,"1,96 m",  England                            ,                            Goalkeeper                        ,right,Triple S Sports ,Crystal Palace ,"                                Oct 16, 2020                            ","Jun 30, 2023",,Nike,"['http://twitter.com/JackButland_One', 'http://www.instagram.com/jbutland_/', 'http://officialjackbutland.com']",                $1.98m                ,,,,,,
Vicente Guaita,"Jan 10, 1987 ",Torrente   ,35,"1,90 m",  Spain                            ,                            Goalkeeper                        ,right,JCRsport ,Crystal Palace ,"                                Jul 1, 2018                            ","Jun 30, 2023","Feb 1, 2021",Sells,"['http://twitter.com/vguaita13', 'http://www.instagram.com/vguaita_13/']",                $1.65m                ,Vicente Guaita Panadero,Option for a further year,,,,
Marc Guehi,"Jul 13, 2000 ",Abidjan   ,22,"1,82 m",  England  Cote d'Ivoire                            ,                            Defender - Centre-Back                        ,right,Unique Sports Group ,Crystal Palace ,"                                Jul 18, 2021                            ","Jun 30, 2026",,,['http://www.instagram.com/marcguehi/'],                $35.20m                ,Addji Keaninkin Marc-Israel Guéhi,,,,,
Joachim Andersen,"May 31, 1996 ",Frederiksberg   ,26,"1,92 m",  Denmark                            ,                            Defender - Centre-Back                        ,right,ICM Stellar Sports ,Crystal Palace ,"                                Jul 28, 2021                            ","Jun 30, 2026",,,"['http://www.facebook.com/Jokke5', 'http://www.instagram.com/joachimandersen3/']",                $27.50m                ,Joachim Christian Andersen,,,,,
Chris Richards,"Mar 28, 2000 ","Birmingham, Alabama   ",22,"1,88 m",  United States                            ,                            Defender - Centre-Back                        ,right,,Crystal Palace ,"                                Jul 27, 2022                            ","Jun 30, 2027",,Nike,"['http://twitter.com/eastmamba', 'http://www.instagram.com/eastmamba/']",$8.25m ,Christopher Jeffrey Richards,,,,,
